Job_Role,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Access_to_Mental_Health_Resources,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,meetings_per_hour
Designer,22,1,1,2,1,Neutral,1,1.0,3,0.045454545454545456
Data Scientist,24,11,5,2,1,Neutral,4,,3,0.4583333333333333
Data Scientist,50,2,3,1,1,Neutral,2,1.0,1,0.04
HR,25,2,3,1,0,Satisfied,5,2.0,3,0.08
Sales,35,7,5,3,0,Satisfied,2,2.0,2,0.2
Project Manager,40,8,4,3,1,Unsatisfied,2,2.0,1,0.2
Marketing,50,10,4,3,0,Unsatisfied,1,1.0,2,0.2
Data Scientist,51,15,4,3,1,Satisfied,3,2.0,1,0.29411764705882354
Data Scientist,52,2,2,1,1,Satisfied,4,1.0,2,0.038461538461538464
Sales,42,14,4,2,0,Unsatisfied,4,,2,0.3333333333333333
Software Engineer,23,15,1,3,1,Unsatisfied,4,2.0,2,0.6521739130434783
Project Manager,26,12,5,2,0,Unsatisfied,2,1.0,3,0.46153846153846156
Designer,44,15,1,3,1,Satisfied,5,,1,0.3409090909090909
Sales,44,7,4,3,0,Satisfied,4,,1,0.1590909090909091
Project Manager,56,11,5,1,1,Unsatisfied,1,1.0,2,0.19642857142857142
Sales,21,3,2,1,1,Neutral,3,2.0,2,0.14285714285714285
Software Engineer,29,4,5,1,0,Satisfied,4,1.0,3,0.13793103448275862
Software Engineer,23,9,3,3,1,Neutral,1,2.0,1,0.391304347826087
Software Engineer,34,4,5,2,1,Satisfied,4,2.0,3,0.11764705882352941
Sales,55,7,1,3,0,Unsatisfied,2,1.0,2,0.12727272727272726
Sales,51,12,2,2,0,Satisfied,1,2.0,2,0.23529411764705882
Software Engineer,53,10,3,3,0,Neutral,2,1.0,3,0.18867924528301888
Sales,53,7,5,2,0,Unsatisfied,4,2.0,1,0.1320754716981132
Software Engineer,44,0,4,2,0,Neutral,1,2.0,1,0.0
Marketing,33,5,3,2,0,Satisfied,5,2.0,3,0.15151515151515152
Software Engineer,34,4,5,2,1,Neutral,2,,1,0.11764705882352941
Sales,38,15,5,1,0,Unsatisfied,1,,3,0.39473684210526316
Project Manager,29,5,1,1,1,Neutral,2,,1,0.1724137931034483
Project Manager,38,13,1,3,0,Neutral,2,1.0,2,0.34210526315789475
Designer,41,0,4,3,1,Neutral,5,2.0,2,0.0
Sales,33,4,3,3,0,Satisfied,1,1.0,1,0.12121212121212122
Sales,44,11,4,1,0,Satisfied,3,,3,0.25
Project Manager,38,1,5,1,1,Neutral,5,1.0,2,0.02631578947368421
Data Scientist,43,1,3,2,0,Satisfied,5,1.0,1,0.023255813953488372
HR,41,15,2,1,0,Satisfied,3,1.0,1,0.36585365853658536
Software Engineer,50,2,4,1,1,Unsatisfied,4,2.0,1,0.04
Project Manager,47,15,2,3,0,Unsatisfied,4,,3,0.3191489361702128
Software Engineer,36,15,3,3,0,Neutral,4,1.0,3,0.4166666666666667
Data Scientist,41,8,3,3,1,Neutral,5,1.0,2,0.1951219512195122
Marketing,52,7,4,3,1,Satisfied,2,1.0,1,0.1346153846153846
Software Engineer,32,4,1,2,1,Satisfied,5,1.0,1,0.125
Software Engineer,40,6,5,3,1,Neutral,5,,3,0.15
Sales,23,14,1,2,0,Neutral,4,2.0,3,0.6086956521739131
HR,50,6,2,1,0,Satisfied,3,1.0,3,0.12
Software Engineer,30,13,5,3,0,Neutral,4,2.0,3,0.43333333333333335
Project Manager,25,0,3,1,0,Unsatisfied,4,1.0,1,0.0
Software Engineer,59,4,1,2,1,Unsatisfied,3,1.0,2,0.06779661016949153
Data Scientist,45,5,4,3,1,Neutral,4,2.0,3,0.1111111111111111
Designer,36,0,4,1,1,Neutral,2,,1,0.0
Data Scientist,36,3,1,3,0,Satisfied,1,,3,0.08333333333333333
Designer,49,3,1,3,1,Neutral,1,1.0,2,0.061224489795918366
Designer,60,10,5,1,0,Neutral,3,,2,0.16666666666666666
HR,32,14,2,1,0,Unsatisfied,3,1.0,1,0.4375
Data Scientist,39,6,4,3,1,Satisfied,2,,1,0.15384615384615385
HR,35,3,4,1,1,Neutral,5,2.0,1,0.08571428571428572
Sales,42,8,3,2,0,Satisfied,1,,3,0.19047619047619047
Designer,21,13,3,3,0,Satisfied,4,1.0,2,0.6190476190476191
Software Engineer,36,10,5,2,0,Neutral,4,,1,0.2777777777777778
Project Manager,38,12,3,3,0,Satisfied,4,2.0,2,0.3157894736842105
Data Scientist,42,7,3,3,0,Satisfied,1,,2,0.16666666666666666
Project Manager,53,1,4,2,0,Satisfied,3,,1,0.018867924528301886
Software Engineer,56,13,3,3,0,Satisfied,2,1.0,1,0.23214285714285715
Project Manager,28,3,1,3,0,Unsatisfied,5,2.0,3,0.10714285714285714
Software Engineer,34,13,5,3,1,Unsatisfied,1,,1,0.38235294117647056
Software Engineer,24,12,4,1,0,Unsatisfied,5,2.0,1,0.5
Sales,54,3,5,2,0,Satisfied,1,1.0,2,0.05555555555555555
Software Engineer,35,10,1,3,0,Neutral,2,1.0,2,0.2857142857142857
Designer,44,7,2,1,1,Neutral,5,1.0,2,0.1590909090909091
Designer,31,10,3,1,1,Satisfied,4,,1,0.3225806451612903
HR,54,14,3,1,1,Satisfied,1,2.0,1,0.25925925925925924
HR,25,8,5,1,1,Unsatisfied,5,,2,0.32
Marketing,54,0,3,2,0,Unsatisfied,2,,3,0.0
Project Manager,33,9,4,3,1,Neutral,5,,1,0.2727272727272727
HR,42,6,3,3,1,Neutral,4,1.0,3,0.14285714285714285
Project Manager,28,13,3,1,0,Unsatisfied,1,2.0,2,0.4642857142857143
Designer,46,10,4,2,1,Unsatisfied,2,2.0,3,0.21739130434782608
Marketing,29,0,3,1,1,Unsatisfied,2,,1,0.0
Sales,59,7,2,2,1,Unsatisfied,4,1.0,1,0.11864406779661017
Software Engineer,28,2,1,3,0,Unsatisfied,2,2.0,3,0.07142857142857142
Designer,32,9,5,1,0,Unsatisfied,5,,2,0.28125
Sales,56,7,5,1,1,Satisfied,1,,1,0.125
HR,45,1,4,1,0,Neutral,5,1.0,1,0.022222222222222223
Sales,23,3,2,3,1,Neutral,3,1.0,3,0.13043478260869565
Marketing,21,7,1,3,0,Satisfied,3,,1,0.3333333333333333
Project Manager,30,6,2,3,0,Satisfied,5,,1,0.2
Software Engineer,30,12,5,2,0,Satisfied,3,2.0,1,0.4
Project Manager,49,10,4,3,1,Satisfied,2,2.0,1,0.20408163265306123
Marketing,32,13,2,2,0,Unsatisfied,4,1.0,3,0.40625
Project Manager,25,15,2,3,1,Neutral,1,1.0,2,0.6
Marketing,41,10,5,2,1,Satisfied,4,,2,0.24390243902439024
Software Engineer,28,0,3,1,0,Satisfied,2,,3,0.0
HR,30,8,4,3,0,Neutral,5,2.0,1,0.26666666666666666
Marketing,44,15,2,2,0,Unsatisfied,5,1.0,3,0.3409090909090909
Project Manager,53,3,4,1,0,Satisfied,2,1.0,1,0.05660377358490566
Project Manager,60,6,2,2,0,Neutral,5,1.0,2,0.1
Sales,22,7,5,3,1,Satisfied,1,,3,0.3181818181818182
HR,43,7,1,3,1,Satisfied,3,2.0,3,0.16279069767441862
Software Engineer,60,9,4,2,1,Satisfied,3,1.0,2,0.15
HR,36,15,1,3,0,Neutral,1,,3,0.4166666666666667
Data Scientist,27,8,1,1,0,Satisfied,3,,3,0.2962962962962963
Marketing,59,5,3,1,0,Neutral,3,2.0,1,0.0847457627118644
Marketing,41,12,3,1,0,Unsatisfied,5,,3,0.2926829268292683
Marketing,26,0,4,2,1,Satisfied,4,1.0,2,0.0
HR,55,7,3,2,1,Satisfied,1,2.0,3,0.12727272727272726
Data Scientist,40,0,4,3,1,Unsatisfied,4,1.0,2,0.0
Sales,39,11,4,2,1,Unsatisfied,1,,3,0.28205128205128205
Data Scientist,28,14,5,2,1,Unsatisfied,3,,2,0.5
Marketing,36,9,5,3,0,Unsatisfied,2,1.0,1,0.25
Designer,24,4,5,1,0,Neutral,1,1.0,3,0.16666666666666666
Project Manager,35,10,5,3,1,Satisfied,4,2.0,1,0.2857142857142857
Data Scientist,30,1,5,1,1,Neutral,4,1.0,2,0.03333333333333333
Software Engineer,23,10,3,2,0,Satisfied,2,1.0,1,0.43478260869565216
Sales,48,6,3,1,1,Neutral,1,1.0,1,0.125
HR,28,11,1,1,1,Unsatisfied,5,,2,0.39285714285714285
Software Engineer,38,13,1,1,1,Neutral,3,2.0,3,0.34210526315789475
HR,42,2,4,3,0,Unsatisfied,1,,1,0.047619047619047616
HR,28,5,5,3,1,Satisfied,1,1.0,1,0.17857142857142858
Data Scientist,25,2,3,3,1,Satisfied,3,2.0,3,0.08
HR,32,15,4,2,0,Satisfied,2,1.0,2,0.46875
Sales,47,4,4,2,0,Satisfied,2,,1,0.0851063829787234
Software Engineer,42,8,1,2,0,Neutral,5,1.0,2,0.19047619047619047
Data Scientist,27,14,1,1,0,Neutral,5,2.0,1,0.5185185185185185
Sales,25,7,1,1,1,Unsatisfied,5,,3,0.28
Sales,41,9,2,2,1,Neutral,1,2.0,1,0.21951219512195122
Data Scientist,33,12,3,2,0,Unsatisfied,1,,3,0.36363636363636365
Data Scientist,35,11,4,3,1,Neutral,5,,1,0.3142857142857143
HR,34,3,3,1,0,Unsatisfied,1,2.0,2,0.08823529411764706
Sales,49,12,2,3,0,Unsatisfied,5,1.0,2,0.24489795918367346
Project Manager,36,2,1,3,1,Unsatisfied,3,2.0,2,0.05555555555555555
Project Manager,53,14,1,1,1,Satisfied,5,,1,0.2641509433962264
HR,36,13,4,3,0,Neutral,1,1.0,3,0.3611111111111111
Marketing,20,4,1,2,0,Satisfied,3,2.0,3,0.2
Marketing,31,10,2,1,0,Neutral,3,,2,0.3225806451612903
HR,34,12,3,1,1,Unsatisfied,4,2.0,1,0.35294117647058826
Marketing,20,4,2,2,0,Unsatisfied,5,2.0,1,0.2
Project Manager,28,12,3,2,0,Satisfied,1,1.0,3,0.42857142857142855
Sales,54,15,3,1,0,Satisfied,1,2.0,2,0.2777777777777778
Project Manager,25,1,1,1,0,Unsatisfied,1,1.0,3,0.04
Sales,23,5,3,3,1,Satisfied,1,1.0,3,0.21739130434782608
Software Engineer,48,11,5,3,0,Neutral,5,1.0,2,0.22916666666666666
Designer,26,7,4,3,0,Unsatisfied,4,1.0,1,0.2692307692307692
Software Engineer,54,8,2,1,0,Satisfied,2,,3,0.14814814814814814
Designer,55,15,2,2,0,Neutral,1,,2,0.2727272727272727
Sales,54,6,4,2,1,Neutral,3,2.0,2,0.1111111111111111
Data Scientist,55,13,2,1,1,Satisfied,3,,3,0.23636363636363636
Sales,38,14,1,3,1,Neutral,2,2.0,2,0.3684210526315789
Marketing,50,11,2,3,0,Unsatisfied,1,2.0,1,0.22
Project Manager,41,7,2,1,0,Satisfied,5,2.0,2,0.17073170731707318
Project Manager,41,0,2,2,1,Neutral,5,,2,0.0
Data Scientist,27,15,3,3,1,Satisfied,3,,3,0.5555555555555556
Designer,59,8,1,1,1,Neutral,3,2.0,3,0.13559322033898305
Designer,54,3,4,3,0,Satisfied,4,,2,0.05555555555555555
Software Engineer,36,5,3,1,0,Unsatisfied,2,1.0,2,0.1388888888888889
Data Scientist,24,13,4,1,0,Satisfied,4,1.0,3,0.5416666666666666
Software Engineer,29,5,2,2,0,Neutral,1,1.0,1,0.1724137931034483
Data Scientist,46,1,4,3,0,Satisfied,3,1.0,2,0.021739130434782608
HR,45,2,5,2,1,Unsatisfied,5,,2,0.044444444444444446
Project Manager,30,12,2,3,1,Neutral,3,1.0,3,0.4
Sales,39,9,2,2,1,Satisfied,4,,1,0.23076923076923078
Designer,43,1,1,2,0,Unsatisfied,4,2.0,1,0.023255813953488372
Marketing,35,10,1,3,1,Neutral,1,2.0,3,0.2857142857142857
Designer,27,4,3,1,1,Neutral,3,,2,0.14814814814814814
Sales,33,2,4,3,0,Unsatisfied,3,1.0,3,0.06060606060606061
Sales,34,14,3,2,0,Satisfied,5,2.0,1,0.4117647058823529
Marketing,47,15,2,2,1,Unsatisfied,4,,2,0.3191489361702128
Designer,30,9,2,3,1,Satisfied,3,2.0,1,0.3
Marketing,23,15,2,1,0,Unsatisfied,5,,2,0.6521739130434783
Software Engineer,52,15,5,3,1,Neutral,3,1.0,2,0.28846153846153844
Marketing,27,14,1,3,1,Unsatisfied,4,,3,0.5185185185185185
Sales,28,9,5,1,0,Unsatisfied,3,2.0,2,0.32142857142857145
Designer,30,3,3,1,1,Neutral,2,2.0,3,0.1
HR,21,3,3,1,0,Unsatisfied,5,2.0,3,0.14285714285714285
Sales,59,3,4,2,0,Neutral,3,1.0,3,0.05084745762711865
Designer,24,2,4,1,1,Satisfied,2,1.0,1,0.08333333333333333
Project Manager,33,11,4,3,0,Neutral,2,2.0,3,0.3333333333333333
Software Engineer,41,9,5,2,1,Satisfied,4,,1,0.21951219512195122
HR,45,11,2,1,1,Neutral,4,2.0,2,0.24444444444444444
Sales,22,3,4,1,0,Satisfied,5,1.0,2,0.13636363636363635
Project Manager,34,3,3,1,1,Neutral,5,,1,0.08823529411764706
Marketing,52,2,2,3,1,Neutral,5,2.0,2,0.038461538461538464
Project Manager,21,1,5,3,0,Neutral,5,1.0,2,0.047619047619047616
HR,51,12,1,1,0,Satisfied,2,1.0,2,0.23529411764705882
Marketing,47,14,3,1,1,Satisfied,4,,1,0.2978723404255319
HR,36,0,3,1,1,Satisfied,3,,3,0.0
HR,31,11,3,2,0,Neutral,3,1.0,1,0.3548387096774194
Marketing,27,4,2,2,1,Satisfied,4,2.0,1,0.14814814814814814
Software Engineer,42,5,1,1,0,Neutral,1,1.0,2,0.11904761904761904
HR,57,5,4,2,0,Satisfied,2,,2,0.08771929824561403
Designer,22,2,2,2,0,Satisfied,4,1.0,1,0.09090909090909091
Data Scientist,30,3,5,2,0,Satisfied,5,,2,0.1
Sales,47,6,3,1,1,Neutral,3,1.0,2,0.1276595744680851
HR,36,10,5,2,1,Satisfied,4,,1,0.2777777777777778
Marketing,37,13,2,2,0,Unsatisfied,4,2.0,3,0.35135135135135137
Marketing,45,5,2,1,1,Neutral,1,1.0,3,0.1111111111111111
Designer,35,13,5,3,1,Satisfied,4,1.0,3,0.37142857142857144
Marketing,43,3,5,2,1,Neutral,3,1.0,2,0.06976744186046512
Project Manager,57,14,2,2,1,Satisfied,3,2.0,2,0.24561403508771928
Software Engineer,28,12,1,1,0,Unsatisfied,3,,3,0.42857142857142855
Sales,23,11,2,2,1,Satisfied,3,1.0,1,0.4782608695652174
Data Scientist,22,14,4,3,0,Satisfied,2,,1,0.6363636363636364
Designer,42,2,2,2,0,Satisfied,4,,3,0.047619047619047616
Sales,58,0,1,2,1,Satisfied,2,,3,0.0
Marketing,42,5,4,1,1,Unsatisfied,3,1.0,3,0.11904761904761904
Software Engineer,29,15,5,3,0,Unsatisfied,1,1.0,3,0.5172413793103449
Sales,41,1,4,3,0,Unsatisfied,2,2.0,1,0.024390243902439025
Marketing,29,12,2,3,1,Unsatisfied,3,,1,0.41379310344827586
HR,46,8,2,2,1,Satisfied,2,,2,0.17391304347826086
Designer,37,13,4,3,0,Satisfied,3,1.0,2,0.35135135135135137
Project Manager,31,11,5,1,1,Unsatisfied,4,1.0,3,0.3548387096774194
HR,54,7,5,2,1,Neutral,1,,1,0.12962962962962962
Sales,34,5,5,2,1,Unsatisfied,3,,2,0.14705882352941177
Designer,55,0,2,2,0,Satisfied,5,2.0,3,0.0
Designer,22,3,2,3,0,Satisfied,5,,2,0.13636363636363635
Data Scientist,45,8,3,3,1,Unsatisfied,2,1.0,1,0.17777777777777778
Marketing,41,8,3,3,0,Unsatisfied,4,2.0,2,0.1951219512195122
Software Engineer,48,14,2,1,1,Neutral,3,1.0,3,0.2916666666666667
Marketing,51,11,3,2,0,Unsatisfied,4,1.0,2,0.21568627450980393
Sales,47,15,5,3,1,Neutral,2,1.0,1,0.3191489361702128
Sales,59,14,5,2,1,Unsatisfied,3,1.0,3,0.23728813559322035
Data Scientist,23,6,5,2,0,Neutral,5,1.0,2,0.2608695652173913
HR,56,7,1,2,0,Unsatisfied,3,2.0,3,0.125
Software Engineer,60,8,2,2,1,Neutral,2,,2,0.13333333333333333
Marketing,42,15,5,1,0,Neutral,5,1.0,2,0.35714285714285715
Software Engineer,45,13,3,3,1,Neutral,4,,1,0.28888888888888886
Marketing,47,7,1,1,0,Satisfied,5,2.0,2,0.14893617021276595
Software Engineer,60,3,3,1,0,Neutral,1,,2,0.05
Project Manager,55,13,4,3,0,Neutral,5,2.0,3,0.23636363636363636
Marketing,21,3,5,1,0,Unsatisfied,5,2.0,1,0.14285714285714285
Marketing,29,6,4,1,1,Neutral,4,,2,0.20689655172413793
Sales,45,11,2,1,0,Satisfied,3,1.0,1,0.24444444444444444
Software Engineer,23,4,2,2,1,Unsatisfied,4,,1,0.17391304347826086
Sales,26,13,1,1,0,Neutral,4,1.0,1,0.5
Software Engineer,25,11,4,2,0,Satisfied,2,,2,0.44
HR,30,5,4,2,1,Unsatisfied,1,1.0,2,0.16666666666666666
Project Manager,22,6,3,3,0,Satisfied,3,2.0,2,0.2727272727272727
Sales,46,4,5,3,0,Unsatisfied,5,1.0,2,0.08695652173913043
Data Scientist,43,11,2,1,0,Neutral,3,2.0,3,0.2558139534883721
HR,42,4,2,2,0,Neutral,1,,2,0.09523809523809523
Marketing,49,12,5,1,1,Satisfied,4,2.0,3,0.24489795918367346
Sales,49,5,5,3,0,Satisfied,1,2.0,2,0.10204081632653061
Designer,37,8,1,3,0,Unsatisfied,5,,1,0.21621621621621623
Data Scientist,21,0,3,1,0,Neutral,4,2.0,2,0.0
HR,33,10,1,1,1,Satisfied,4,1.0,3,0.30303030303030304
HR,30,2,3,3,1,Satisfied,5,,3,0.06666666666666667
Marketing,20,9,2,2,1,Neutral,3,,3,0.45
Marketing,50,1,2,1,0,Unsatisfied,3,,3,0.02
Software Engineer,38,8,2,1,0,Satisfied,4,2.0,3,0.21052631578947367
Software Engineer,53,3,2,2,1,Satisfied,5,1.0,1,0.05660377358490566
HR,54,1,5,1,0,Satisfied,3,2.0,1,0.018518518518518517
Marketing,29,3,3,3,0,Unsatisfied,2,1.0,2,0.10344827586206896
Software Engineer,24,7,5,2,1,Satisfied,1,2.0,1,0.2916666666666667
Marketing,59,14,1,3,0,Neutral,1,2.0,3,0.23728813559322035
Data Scientist,57,15,2,1,1,Unsatisfied,2,,3,0.2631578947368421
Designer,55,6,2,3,1,Unsatisfied,2,2.0,2,0.10909090909090909
Data Scientist,33,10,3,1,1,Unsatisfied,2,1.0,3,0.30303030303030304
Designer,37,15,2,1,0,Satisfied,2,1.0,3,0.40540540540540543
Data Scientist,58,14,3,2,1,Satisfied,1,,2,0.2413793103448276
HR,39,4,1,1,1,Unsatisfied,3,1.0,1,0.10256410256410256
Marketing,35,12,3,1,0,Neutral,1,,3,0.34285714285714286
Marketing,23,15,4,2,0,Satisfied,4,2.0,2,0.6521739130434783
Data Scientist,47,0,5,2,1,Satisfied,3,1.0,2,0.0
Data Scientist,38,1,5,1,0,Neutral,3,,1,0.02631578947368421
Software Engineer,30,6,5,1,0,Neutral,5,2.0,3,0.2
Software Engineer,39,1,2,3,0,Neutral,1,,1,0.02564102564102564
Data Scientist,22,5,1,3,1,Neutral,1,1.0,2,0.22727272727272727
Sales,23,4,5,3,0,Unsatisfied,5,2.0,2,0.17391304347826086
HR,47,12,3,2,1,Satisfied,1,,3,0.2553191489361702
Marketing,33,9,5,1,1,Neutral,4,,1,0.2727272727272727
Sales,48,15,5,3,0,Neutral,1,1.0,1,0.3125
HR,57,10,5,3,0,Satisfied,4,1.0,1,0.17543859649122806
Designer,57,12,1,1,1,Satisfied,3,1.0,1,0.21052631578947367
Software Engineer,22,4,4,1,1,Satisfied,4,1.0,3,0.18181818181818182
Data Scientist,23,7,5,1,0,Unsatisfied,2,2.0,1,0.30434782608695654
Software Engineer,31,8,4,1,0,Satisfied,1,1.0,3,0.25806451612903225
Data Scientist,48,11,2,1,1,Satisfied,3,,2,0.22916666666666666
Software Engineer,32,9,4,1,0,Neutral,3,,1,0.28125
Marketing,56,10,1,3,0,Neutral,1,2.0,2,0.17857142857142858
HR,28,13,5,2,1,Unsatisfied,5,,2,0.4642857142857143
Sales,57,15,2,1,0,Satisfied,2,1.0,2,0.2631578947368421
Data Scientist,26,4,3,2,1,Unsatisfied,3,1.0,1,0.15384615384615385
Project Manager,50,7,4,2,0,Unsatisfied,3,1.0,3,0.14
Sales,53,6,3,3,1,Unsatisfied,3,2.0,2,0.11320754716981132
Project Manager,45,8,5,2,1,Unsatisfied,5,1.0,1,0.17777777777777778
Designer,34,11,1,1,0,Unsatisfied,3,,2,0.3235294117647059
Data Scientist,35,12,4,3,1,Neutral,5,1.0,1,0.34285714285714286
Software Engineer,30,0,1,3,0,Unsatisfied,4,,2,0.0
Data Scientist,57,3,5,3,0,Unsatisfied,4,,3,0.05263157894736842
Designer,23,14,3,3,0,Satisfied,1,2.0,3,0.6086956521739131
Designer,28,6,5,2,0,Unsatisfied,2,,2,0.21428571428571427
Data Scientist,21,11,4,2,0,Unsatisfied,3,1.0,3,0.5238095238095238
Designer,46,15,5,1,1,Unsatisfied,1,1.0,3,0.32608695652173914
Data Scientist,20,15,5,3,1,Neutral,1,,3,0.75
Sales,48,11,5,2,1,Satisfied,4,1.0,2,0.22916666666666666
Marketing,22,11,5,2,1,Satisfied,2,1.0,2,0.5
Project Manager,43,7,2,3,1,Neutral,5,1.0,2,0.16279069767441862
Software Engineer,45,5,5,1,0,Unsatisfied,4,2.0,1,0.1111111111111111
Designer,25,12,3,3,1,Unsatisfied,3,,1,0.48
Data Scientist,50,5,3,3,0,Unsatisfied,4,,3,0.1
Project Manager,43,4,3,1,0,Unsatisfied,2,2.0,1,0.09302325581395349
Sales,56,12,3,2,0,Neutral,1,2.0,1,0.21428571428571427
Data Scientist,41,6,3,1,1,Neutral,2,1.0,3,0.14634146341463414
Designer,29,4,1,1,0,Neutral,5,2.0,2,0.13793103448275862
Designer,22,7,2,2,0,Unsatisfied,1,2.0,2,0.3181818181818182
Data Scientist,25,5,3,2,0,Satisfied,5,2.0,1,0.2
Marketing,28,5,1,1,1,Satisfied,5,2.0,1,0.17857142857142858
Project Manager,55,1,1,1,0,Unsatisfied,2,1.0,2,0.01818181818181818
Project Manager,34,6,1,2,0,Unsatisfied,4,1.0,1,0.17647058823529413
HR,30,13,3,3,1,Neutral,5,2.0,1,0.43333333333333335
Sales,57,9,5,3,0,Satisfied,3,1.0,3,0.15789473684210525
Project Manager,34,14,1,3,1,Unsatisfied,4,2.0,1,0.4117647058823529
Marketing,23,15,5,2,0,Satisfied,4,1.0,3,0.6521739130434783
Data Scientist,47,6,5,3,1,Unsatisfied,4,2.0,2,0.1276595744680851
Marketing,57,13,3,2,0,Neutral,3,,3,0.22807017543859648
Marketing,60,2,2,2,1,Satisfied,1,,1,0.03333333333333333
Marketing,33,0,1,1,0,Neutral,3,,1,0.0
Designer,59,14,5,2,0,Satisfied,2,2.0,3,0.23728813559322035
Software Engineer,40,6,2,1,0,Satisfied,4,,3,0.15
Software Engineer,24,5,5,3,0,Neutral,4,,1,0.20833333333333334
Project Manager,38,0,1,2,0,Satisfied,5,,2,0.0
Sales,35,14,5,3,0,Unsatisfied,2,1.0,2,0.4
Data Scientist,25,5,1,2,1,Unsatisfied,3,2.0,2,0.2
Software Engineer,32,12,5,3,0,Unsatisfied,4,,1,0.375
Sales,28,14,3,2,0,Neutral,2,2.0,1,0.5
Designer,36,12,1,2,0,Satisfied,1,,1,0.3333333333333333
Sales,42,11,2,1,1,Unsatisfied,3,1.0,3,0.2619047619047619
Sales,20,8,5,1,1,Satisfied,4,1.0,2,0.4
Designer,40,10,1,3,0,Neutral,1,,3,0.25
Software Engineer,45,15,4,1,0,Unsatisfied,2,2.0,3,0.3333333333333333
Sales,32,6,1,1,0,Neutral,3,,2,0.1875
Software Engineer,55,10,2,3,1,Neutral,1,,1,0.18181818181818182
Data Scientist,28,1,3,1,0,Unsatisfied,5,1.0,3,0.03571428571428571
Marketing,49,12,3,3,1,Unsatisfied,1,,3,0.24489795918367346
Designer,43,0,2,3,0,Unsatisfied,1,,3,0.0
Software Engineer,59,8,5,3,0,Unsatisfied,1,,2,0.13559322033898305
HR,30,3,4,2,0,Neutral,2,1.0,2,0.1
Sales,31,10,3,3,0,Satisfied,1,,1,0.3225806451612903
HR,58,12,3,1,0,Satisfied,5,1.0,1,0.20689655172413793
HR,33,13,4,2,0,Satisfied,4,2.0,3,0.3939393939393939
Software Engineer,43,13,2,1,0,Neutral,5,2.0,3,0.3023255813953488
Software Engineer,33,10,1,3,0,Neutral,4,1.0,1,0.30303030303030304
Software Engineer,22,9,3,3,1,Satisfied,5,,3,0.4090909090909091
Data Scientist,48,5,2,3,1,Unsatisfied,2,2.0,3,0.10416666666666667
Project Manager,30,4,1,3,1,Unsatisfied,3,,2,0.13333333333333333
Software Engineer,46,2,5,1,1,Neutral,2,2.0,2,0.043478260869565216
Designer,24,4,3,1,1,Neutral,1,2.0,3,0.16666666666666666
Marketing,52,0,4,1,1,Unsatisfied,5,2.0,3,0.0
Software Engineer,53,5,5,1,1,Unsatisfied,5,,3,0.09433962264150944
Sales,56,1,2,1,0,Unsatisfied,1,,1,0.017857142857142856
Software Engineer,55,3,1,1,1,Unsatisfied,2,2.0,1,0.05454545454545454
Sales,45,4,5,3,0,Neutral,4,,3,0.08888888888888889
Sales,33,9,2,2,0,Unsatisfied,5,,2,0.2727272727272727
Software Engineer,49,13,3,3,1,Unsatisfied,2,,2,0.2653061224489796
Marketing,58,3,1,2,1,Neutral,2,1.0,2,0.05172413793103448
Project Manager,37,7,2,1,1,Neutral,1,1.0,3,0.1891891891891892
Project Manager,28,6,4,3,1,Neutral,3,1.0,1,0.21428571428571427
Designer,32,7,2,1,0,Neutral,2,,3,0.21875
Sales,33,12,3,3,1,Satisfied,2,1.0,2,0.36363636363636365
Project Manager,52,7,4,3,0,Unsatisfied,3,,1,0.1346153846153846
Designer,42,13,1,2,0,Neutral,2,2.0,1,0.30952380952380953
Data Scientist,35,11,5,2,1,Unsatisfied,2,,3,0.3142857142857143
Sales,46,1,2,1,0,Neutral,4,1.0,2,0.021739130434782608
HR,50,0,2,1,0,Unsatisfied,5,,2,0.0
Data Scientist,22,10,1,1,1,Unsatisfied,3,,1,0.45454545454545453
Designer,48,1,1,3,1,Neutral,2,,1,0.020833333333333332
Software Engineer,21,11,2,2,1,Unsatisfied,4,,3,0.5238095238095238
Software Engineer,60,5,1,3,0,Unsatisfied,3,2.0,1,0.08333333333333333
Designer,25,14,4,1,0,Neutral,4,,3,0.56
Marketing,54,7,1,2,0,Neutral,5,,2,0.12962962962962962
HR,25,3,5,2,0,Satisfied,3,1.0,3,0.12
Data Scientist,38,3,4,2,0,Unsatisfied,1,2.0,2,0.07894736842105263
Project Manager,58,3,1,2,1,Satisfied,5,1.0,3,0.05172413793103448
HR,27,1,5,2,1,Unsatisfied,2,2.0,2,0.037037037037037035
HR,27,12,5,2,0,Unsatisfied,3,1.0,2,0.4444444444444444
Software Engineer,49,9,2,2,1,Neutral,4,,1,0.1836734693877551
Sales,36,4,4,1,1,Unsatisfied,3,2.0,3,0.1111111111111111
Software Engineer,60,8,3,3,0,Satisfied,5,1.0,1,0.13333333333333333
Software Engineer,44,14,1,2,0,Satisfied,1,1.0,3,0.3181818181818182
Sales,39,10,2,3,0,Neutral,3,2.0,2,0.2564102564102564
Designer,28,3,3,2,0,Satisfied,2,2.0,2,0.10714285714285714
Project Manager,54,6,5,1,0,Unsatisfied,1,1.0,1,0.1111111111111111
