Employee_ID,Job_Role,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Access_to_Mental_Health_Resources,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality
EMP1682,Project Manager,56,11,5,1,1,Unsatisfied,1,1.0,2
EMP1683,Sales,21,3,2,1,1,Neutral,3,2.0,2
EMP1684,Software Engineer,29,4,5,1,0,Satisfied,4,1.0,3
EMP1685,Software Engineer,23,9,3,3,1,Neutral,1,2.0,1
EMP1686,Software Engineer,34,4,5,2,1,Satisfied,4,2.0,3
EMP1687,Sales,55,7,1,3,0,Unsatisfied,2,1.0,2
EMP1688,Sales,51,12,2,2,0,Satisfied,1,2.0,2
EMP1689,Software Engineer,53,10,3,3,0,Neutral,2,1.0,3
EMP1690,Sales,53,7,5,2,0,Unsatisfied,4,2.0,1
EMP1691,Software Engineer,44,0,4,2,0,Neutral,1,2.0,1
EMP1692,Marketing,33,5,3,2,0,Satisfied,5,2.0,3
EMP1693,Software Engineer,34,4,5,2,1,Neutral,2,,1
EMP1694,Sales,38,15,5,1,0,Unsatisfied,1,,3
EMP1695,Project Manager,29,5,1,1,1,Neutral,2,,1
EMP1696,Project Manager,38,13,1,3,0,Neutral,2,1.0,2
EMP1697,Designer,41,0,4,3,1,Neutral,5,2.0,2
EMP1698,Sales,33,4,3,3,0,Satisfied,1,1.0,1
EMP1699,Sales,44,11,4,1,0,Satisfied,3,,3
EMP1700,Project Manager,38,1,5,1,1,Neutral,5,1.0,2
EMP1701,Data Scientist,43,1,3,2,0,Satisfied,5,1.0,1
EMP1702,HR,41,15,2,1,0,Satisfied,3,1.0,1
EMP1703,Software Engineer,50,2,4,1,1,Unsatisfied,4,2.0,1
EMP1704,Project Manager,47,15,2,3,0,Unsatisfied,4,,3
EMP1705,Software Engineer,36,15,3,3,0,Neutral,4,1.0,3
EMP1706,Data Scientist,41,8,3,3,1,Neutral,5,1.0,2
EMP1707,Marketing,52,7,4,3,1,Satisfied,2,1.0,1
EMP1708,Software Engineer,32,4,1,2,1,Satisfied,5,1.0,1
EMP1709,Software Engineer,40,6,5,3,1,Neutral,5,,3
EMP1710,Sales,23,14,1,2,0,Neutral,4,2.0,3
EMP1711,HR,50,6,2,1,0,Satisfied,3,1.0,3
EMP1712,Software Engineer,30,13,5,3,0,Neutral,4,2.0,3
EMP1713,Project Manager,25,0,3,1,0,Unsatisfied,4,1.0,1
EMP1714,Software Engineer,59,4,1,2,1,Unsatisfied,3,1.0,2
EMP1715,Data Scientist,45,5,4,3,1,Neutral,4,2.0,3
EMP1716,Designer,36,0,4,1,1,Neutral,2,,1
EMP1717,Data Scientist,36,3,1,3,0,Satisfied,1,,3
EMP1718,Designer,49,3,1,3,1,Neutral,1,1.0,2
EMP1719,Designer,60,10,5,1,0,Neutral,3,,2
EMP1720,HR,32,14,2,1,0,Unsatisfied,3,1.0,1
EMP1721,Data Scientist,39,6,4,3,1,Satisfied,2,,1
EMP1722,HR,35,3,4,1,1,Neutral,5,2.0,1
EMP1723,Sales,42,8,3,2,0,Satisfied,1,,3
EMP1724,Designer,21,13,3,3,0,Satisfied,4,1.0,2
EMP1725,Software Engineer,36,10,5,2,0,Neutral,4,,1
EMP1726,Project Manager,38,12,3,3,0,Satisfied,4,2.0,2
EMP1727,Data Scientist,42,7,3,3,0,Satisfied,1,,2
EMP1728,Project Manager,53,1,4,2,0,Satisfied,3,,1
EMP1729,Software Engineer,56,13,3,3,0,Satisfied,2,1.0,1
EMP1730,Project Manager,28,3,1,3,0,Unsatisfied,5,2.0,3
EMP1731,Software Engineer,34,13,5,3,1,Unsatisfied,1,,1
EMP1732,Software Engineer,24,12,4,1,0,Unsatisfied,5,2.0,1
EMP1733,Sales,54,3,5,2,0,Satisfied,1,1.0,2
EMP1734,Software Engineer,35,10,1,3,0,Neutral,2,1.0,2
EMP1735,Designer,44,7,2,1,1,Neutral,5,1.0,2
EMP1736,Designer,31,10,3,1,1,Satisfied,4,,1
EMP1737,HR,54,14,3,1,1,Satisfied,1,2.0,1
EMP1738,HR,25,8,5,1,1,Unsatisfied,5,,2
EMP1739,Marketing,54,0,3,2,0,Unsatisfied,2,,3
EMP1740,Project Manager,33,9,4,3,1,Neutral,5,,1
EMP1741,HR,42,6,3,3,1,Neutral,4,1.0,3
EMP1742,Project Manager,28,13,3,1,0,Unsatisfied,1,2.0,2
EMP1743,Designer,46,10,4,2,1,Unsatisfied,2,2.0,3
EMP1744,Marketing,29,0,3,1,1,Unsatisfied,2,,1
EMP1745,Sales,59,7,2,2,1,Unsatisfied,4,1.0,1
EMP1746,Software Engineer,28,2,1,3,0,Unsatisfied,2,2.0,3
EMP1747,Designer,32,9,5,1,0,Unsatisfied,5,,2
EMP1748,Sales,56,7,5,1,1,Satisfied,1,,1
EMP1749,HR,45,1,4,1,0,Neutral,5,1.0,1
EMP1750,Sales,23,3,2,3,1,Neutral,3,1.0,3
EMP1751,Marketing,21,7,1,3,0,Satisfied,3,,1
EMP1752,Project Manager,30,6,2,3,0,Satisfied,5,,1
EMP1753,Software Engineer,30,12,5,2,0,Satisfied,3,2.0,1
EMP1754,Project Manager,49,10,4,3,1,Satisfied,2,2.0,1
EMP1755,Marketing,32,13,2,2,0,Unsatisfied,4,1.0,3
EMP1756,Project Manager,25,15,2,3,1,Neutral,1,1.0,2
EMP1757,Marketing,41,10,5,2,1,Satisfied,4,,2
EMP1758,Software Engineer,28,0,3,1,0,Satisfied,2,,3
EMP1759,HR,30,8,4,3,0,Neutral,5,2.0,1
EMP1760,Marketing,44,15,2,2,0,Unsatisfied,5,1.0,3
EMP1761,Project Manager,53,3,4,1,0,Satisfied,2,1.0,1
EMP1762,Project Manager,60,6,2,2,0,Neutral,5,1.0,2
EMP1763,Sales,22,7,5,3,1,Satisfied,1,,3
EMP1764,HR,43,7,1,3,1,Satisfied,3,2.0,3
EMP1765,Software Engineer,60,9,4,2,1,Satisfied,3,1.0,2
EMP1766,HR,36,15,1,3,0,Neutral,1,,3
EMP1767,Data Scientist,27,8,1,1,0,Satisfied,3,,3
EMP1768,Marketing,59,5,3,1,0,Neutral,3,2.0,1
EMP1769,Marketing,41,12,3,1,0,Unsatisfied,5,,3
EMP1770,Marketing,26,0,4,2,1,Satisfied,4,1.0,2
EMP1771,HR,55,7,3,2,1,Satisfied,1,2.0,3
EMP1772,Data Scientist,40,0,4,3,1,Unsatisfied,4,1.0,2
EMP1773,Sales,39,11,4,2,1,Unsatisfied,1,,3
EMP1774,Data Scientist,28,14,5,2,1,Unsatisfied,3,,2
EMP1775,Marketing,36,9,5,3,0,Unsatisfied,2,1.0,1
EMP1776,Designer,24,4,5,1,0,Neutral,1,1.0,3
EMP1777,Project Manager,35,10,5,3,1,Satisfied,4,2.0,1
EMP1778,Data Scientist,30,1,5,1,1,Neutral,4,1.0,2
EMP1779,Software Engineer,23,10,3,2,0,Satisfied,2,1.0,1
EMP1780,Sales,48,6,3,1,1,Neutral,1,1.0,1
EMP1781,HR,28,11,1,1,1,Unsatisfied,5,,2
EMP1782,Software Engineer,38,13,1,1,1,Neutral,3,2.0,3
EMP1783,HR,42,2,4,3,0,Unsatisfied,1,,1
EMP1784,HR,28,5,5,3,1,Satisfied,1,1.0,1
EMP1785,Data Scientist,25,2,3,3,1,Satisfied,3,2.0,3
EMP1786,HR,32,15,4,2,0,Satisfied,2,1.0,2
EMP1787,Sales,47,4,4,2,0,Satisfied,2,,1
EMP1788,Software Engineer,42,8,1,2,0,Neutral,5,1.0,2
EMP1789,Data Scientist,27,14,1,1,0,Neutral,5,2.0,1
EMP1790,Sales,25,7,1,1,1,Unsatisfied,5,,3
EMP1791,Sales,41,9,2,2,1,Neutral,1,2.0,1
EMP1792,Data Scientist,33,12,3,2,0,Unsatisfied,1,,3
EMP1793,Data Scientist,35,11,4,3,1,Neutral,5,,1
EMP1794,HR,34,3,3,1,0,Unsatisfied,1,2.0,2
EMP1795,Sales,49,12,2,3,0,Unsatisfied,5,1.0,2
EMP1796,Project Manager,36,2,1,3,1,Unsatisfied,3,2.0,2
EMP1797,Project Manager,53,14,1,1,1,Satisfied,5,,1
EMP1798,HR,36,13,4,3,0,Neutral,1,1.0,3
EMP1799,Marketing,20,4,1,2,0,Satisfied,3,2.0,3
EMP1800,Marketing,31,10,2,1,0,Neutral,3,,2
EMP1801,HR,34,12,3,1,1,Unsatisfied,4,2.0,1
EMP1802,Marketing,20,4,2,2,0,Unsatisfied,5,2.0,1
EMP1803,Project Manager,28,12,3,2,0,Satisfied,1,1.0,3
EMP1804,Sales,54,15,3,1,0,Satisfied,1,2.0,2
EMP1805,Project Manager,25,1,1,1,0,Unsatisfied,1,1.0,3
EMP1806,Sales,23,5,3,3,1,Satisfied,1,1.0,3
EMP1807,Software Engineer,48,11,5,3,0,Neutral,5,1.0,2
EMP1808,Designer,26,7,4,3,0,Unsatisfied,4,1.0,1
EMP1809,Software Engineer,54,8,2,1,0,Satisfied,2,,3
EMP1810,Designer,55,15,2,2,0,Neutral,1,,2
EMP1811,Sales,54,6,4,2,1,Neutral,3,2.0,2
EMP1812,Data Scientist,55,13,2,1,1,Satisfied,3,,3
EMP1813,Sales,38,14,1,3,1,Neutral,2,2.0,2
EMP1814,Marketing,50,11,2,3,0,Unsatisfied,1,2.0,1
EMP1815,Project Manager,41,7,2,1,0,Satisfied,5,2.0,2
EMP1816,Project Manager,41,0,2,2,1,Neutral,5,,2
EMP1817,Data Scientist,27,15,3,3,1,Satisfied,3,,3
EMP1818,Designer,59,8,1,1,1,Neutral,3,2.0,3
EMP1819,Designer,54,3,4,3,0,Satisfied,4,,2
EMP1820,Software Engineer,36,5,3,1,0,Unsatisfied,2,1.0,2
EMP1821,Data Scientist,24,13,4,1,0,Satisfied,4,1.0,3
EMP1822,Software Engineer,29,5,2,2,0,Neutral,1,1.0,1
EMP1823,Data Scientist,46,1,4,3,0,Satisfied,3,1.0,2
EMP1824,HR,45,2,5,2,1,Unsatisfied,5,,2
EMP1825,Project Manager,30,12,2,3,1,Neutral,3,1.0,3
EMP1826,Sales,39,9,2,2,1,Satisfied,4,,1
EMP1827,Designer,43,1,1,2,0,Unsatisfied,4,2.0,1
EMP1828,Marketing,35,10,1,3,1,Neutral,1,2.0,3
EMP1829,Designer,27,4,3,1,1,Neutral,3,,2
EMP1830,Sales,33,2,4,3,0,Unsatisfied,3,1.0,3
EMP1831,Sales,34,14,3,2,0,Satisfied,5,2.0,1
EMP1832,Marketing,47,15,2,2,1,Unsatisfied,4,,2
EMP1833,Designer,30,9,2,3,1,Satisfied,3,2.0,1
EMP1834,Marketing,23,15,2,1,0,Unsatisfied,5,,2
EMP1835,Software Engineer,52,15,5,3,1,Neutral,3,1.0,2
EMP1836,Marketing,27,14,1,3,1,Unsatisfied,4,,3
EMP1837,Sales,28,9,5,1,0,Unsatisfied,3,2.0,2
EMP1838,Designer,30,3,3,1,1,Neutral,2,2.0,3
EMP1839,HR,21,3,3,1,0,Unsatisfied,5,2.0,3
EMP1840,Sales,59,3,4,2,0,Neutral,3,1.0,3
EMP1841,Designer,24,2,4,1,1,Satisfied,2,1.0,1
EMP1842,Project Manager,33,11,4,3,0,Neutral,2,2.0,3
EMP1843,Software Engineer,41,9,5,2,1,Satisfied,4,,1
EMP1844,HR,45,11,2,1,1,Neutral,4,2.0,2
EMP1845,Sales,22,3,4,1,0,Satisfied,5,1.0,2
EMP1846,Project Manager,34,3,3,1,1,Neutral,5,,1
EMP1847,Marketing,52,2,2,3,1,Neutral,5,2.0,2
EMP1848,Project Manager,21,1,5,3,0,Neutral,5,1.0,2
EMP1849,HR,51,12,1,1,0,Satisfied,2,1.0,2
EMP1850,Marketing,47,14,3,1,1,Satisfied,4,,1
EMP1851,HR,36,0,3,1,1,Satisfied,3,,3
EMP1852,HR,31,11,3,2,0,Neutral,3,1.0,1
EMP1853,Marketing,27,4,2,2,1,Satisfied,4,2.0,1
EMP1854,Software Engineer,42,5,1,1,0,Neutral,1,1.0,2
EMP1855,HR,57,5,4,2,0,Satisfied,2,,2
EMP1856,Designer,22,2,2,2,0,Satisfied,4,1.0,1
EMP1857,Data Scientist,30,3,5,2,0,Satisfied,5,,2
EMP1858,Sales,47,6,3,1,1,Neutral,3,1.0,2
EMP1859,HR,36,10,5,2,1,Satisfied,4,,1
EMP1860,Marketing,37,13,2,2,0,Unsatisfied,4,2.0,3
EMP1861,Marketing,45,5,2,1,1,Neutral,1,1.0,3
EMP1862,Designer,35,13,5,3,1,Satisfied,4,1.0,3
EMP1863,Marketing,43,3,5,2,1,Neutral,3,1.0,2
EMP1864,Project Manager,57,14,2,2,1,Satisfied,3,2.0,2
EMP1865,Software Engineer,28,12,1,1,0,Unsatisfied,3,,3
EMP1866,Sales,23,11,2,2,1,Satisfied,3,1.0,1
EMP1867,Data Scientist,22,14,4,3,0,Satisfied,2,,1
EMP1868,Designer,42,2,2,2,0,Satisfied,4,,3
EMP1869,Sales,58,0,1,2,1,Satisfied,2,,3
EMP1870,Marketing,42,5,4,1,1,Unsatisfied,3,1.0,3
EMP1871,Software Engineer,29,15,5,3,0,Unsatisfied,1,1.0,3
EMP1872,Sales,41,1,4,3,0,Unsatisfied,2,2.0,1
EMP1873,Marketing,29,12,2,3,1,Unsatisfied,3,,1
EMP1874,HR,46,8,2,2,1,Satisfied,2,,2
EMP1875,Designer,37,13,4,3,0,Satisfied,3,1.0,2
EMP1876,Project Manager,31,11,5,1,1,Unsatisfied,4,1.0,3
EMP1877,HR,54,7,5,2,1,Neutral,1,,1
EMP1878,Sales,34,5,5,2,1,Unsatisfied,3,,2
EMP1879,Designer,55,0,2,2,0,Satisfied,5,2.0,3
EMP1880,Designer,22,3,2,3,0,Satisfied,5,,2
EMP1881,Data Scientist,45,8,3,3,1,Unsatisfied,2,1.0,1
EMP1882,Marketing,41,8,3,3,0,Unsatisfied,4,2.0,2
EMP1883,Software Engineer,48,14,2,1,1,Neutral,3,1.0,3
EMP1884,Marketing,51,11,3,2,0,Unsatisfied,4,1.0,2
EMP1885,Sales,47,15,5,3,1,Neutral,2,1.0,1
EMP1886,Sales,59,14,5,2,1,Unsatisfied,3,1.0,3
EMP1887,Data Scientist,23,6,5,2,0,Neutral,5,1.0,2
EMP1888,HR,56,7,1,2,0,Unsatisfied,3,2.0,3
EMP1889,Software Engineer,60,8,2,2,1,Neutral,2,,2
EMP1890,Marketing,42,15,5,1,0,Neutral,5,1.0,2
EMP1891,Software Engineer,45,13,3,3,1,Neutral,4,,1
EMP1892,Marketing,47,7,1,1,0,Satisfied,5,2.0,2
EMP1893,Software Engineer,60,3,3,1,0,Neutral,1,,2
EMP1894,Project Manager,55,13,4,3,0,Neutral,5,2.0,3
EMP1895,Marketing,21,3,5,1,0,Unsatisfied,5,2.0,1
EMP1896,Marketing,29,6,4,1,1,Neutral,4,,2
EMP1897,Sales,45,11,2,1,0,Satisfied,3,1.0,1
EMP1898,Software Engineer,23,4,2,2,1,Unsatisfied,4,,1
EMP1899,Sales,26,13,1,1,0,Neutral,4,1.0,1
EMP1900,Software Engineer,25,11,4,2,0,Satisfied,2,,2
EMP1901,HR,30,5,4,2,1,Unsatisfied,1,1.0,2
EMP1902,Project Manager,22,6,3,3,0,Satisfied,3,2.0,2
EMP1903,Sales,46,4,5,3,0,Unsatisfied,5,1.0,2
EMP1904,Data Scientist,43,11,2,1,0,Neutral,3,2.0,3
EMP1905,HR,42,4,2,2,0,Neutral,1,,2
EMP1906,Marketing,49,12,5,1,1,Satisfied,4,2.0,3
EMP1907,Sales,49,5,5,3,0,Satisfied,1,2.0,2
EMP1908,Designer,37,8,1,3,0,Unsatisfied,5,,1
EMP1909,Data Scientist,21,0,3,1,0,Neutral,4,2.0,2
EMP1910,HR,33,10,1,1,1,Satisfied,4,1.0,3
EMP1911,HR,30,2,3,3,1,Satisfied,5,,3
EMP1912,Marketing,20,9,2,2,1,Neutral,3,,3
EMP1913,Marketing,50,1,2,1,0,Unsatisfied,3,,3
EMP1914,Software Engineer,38,8,2,1,0,Satisfied,4,2.0,3
EMP1915,Software Engineer,53,3,2,2,1,Satisfied,5,1.0,1
EMP1916,HR,54,1,5,1,0,Satisfied,3,2.0,1
EMP1917,Marketing,29,3,3,3,0,Unsatisfied,2,1.0,2
EMP1918,Software Engineer,24,7,5,2,1,Satisfied,1,2.0,1
EMP1919,Marketing,59,14,1,3,0,Neutral,1,2.0,3
EMP1920,Data Scientist,57,15,2,1,1,Unsatisfied,2,,3
EMP1921,Designer,55,6,2,3,1,Unsatisfied,2,2.0,2
EMP1922,Data Scientist,33,10,3,1,1,Unsatisfied,2,1.0,3
EMP1923,Designer,37,15,2,1,0,Satisfied,2,1.0,3
EMP1924,Data Scientist,58,14,3,2,1,Satisfied,1,,2
EMP1925,HR,39,4,1,1,1,Unsatisfied,3,1.0,1
EMP1926,Marketing,35,12,3,1,0,Neutral,1,,3
EMP1927,Marketing,23,15,4,2,0,Satisfied,4,2.0,2
EMP1928,Data Scientist,47,0,5,2,1,Satisfied,3,1.0,2
EMP1929,Data Scientist,38,1,5,1,0,Neutral,3,,1
EMP1930,Software Engineer,30,6,5,1,0,Neutral,5,2.0,3
EMP1931,Software Engineer,39,1,2,3,0,Neutral,1,,1
EMP1932,Data Scientist,22,5,1,3,1,Neutral,1,1.0,2
EMP1933,Sales,23,4,5,3,0,Unsatisfied,5,2.0,2
EMP1934,HR,47,12,3,2,1,Satisfied,1,,3
EMP1935,Marketing,33,9,5,1,1,Neutral,4,,1
EMP1936,Sales,48,15,5,3,0,Neutral,1,1.0,1
EMP1937,HR,57,10,5,3,0,Satisfied,4,1.0,1
EMP1938,Designer,57,12,1,1,1,Satisfied,3,1.0,1
EMP1939,Software Engineer,22,4,4,1,1,Satisfied,4,1.0,3
EMP1940,Data Scientist,23,7,5,1,0,Unsatisfied,2,2.0,1
EMP1941,Software Engineer,31,8,4,1,0,Satisfied,1,1.0,3
EMP1942,Data Scientist,48,11,2,1,1,Satisfied,3,,2
EMP1943,Software Engineer,32,9,4,1,0,Neutral,3,,1
EMP1944,Marketing,56,10,1,3,0,Neutral,1,2.0,2
EMP1945,HR,28,13,5,2,1,Unsatisfied,5,,2
EMP1946,Sales,57,15,2,1,0,Satisfied,2,1.0,2
EMP1947,Data Scientist,26,4,3,2,1,Unsatisfied,3,1.0,1
EMP1948,Project Manager,50,7,4,2,0,Unsatisfied,3,1.0,3
EMP1949,Sales,53,6,3,3,1,Unsatisfied,3,2.0,2
EMP1950,Project Manager,45,8,5,2,1,Unsatisfied,5,1.0,1
EMP1951,Designer,34,11,1,1,0,Unsatisfied,3,,2
EMP1952,Data Scientist,35,12,4,3,1,Neutral,5,1.0,1
EMP1953,Software Engineer,30,0,1,3,0,Unsatisfied,4,,2
EMP1954,Data Scientist,57,3,5,3,0,Unsatisfied,4,,3
EMP1955,Designer,23,14,3,3,0,Satisfied,1,2.0,3
EMP1956,Designer,28,6,5,2,0,Unsatisfied,2,,2
EMP1957,Data Scientist,21,11,4,2,0,Unsatisfied,3,1.0,3
EMP1958,Designer,46,15,5,1,1,Unsatisfied,1,1.0,3
EMP1959,Data Scientist,20,15,5,3,1,Neutral,1,,3
EMP1960,Sales,48,11,5,2,1,Satisfied,4,1.0,2
EMP1961,Marketing,22,11,5,2,1,Satisfied,2,1.0,2
EMP1962,Project Manager,43,7,2,3,1,Neutral,5,1.0,2
EMP1963,Software Engineer,45,5,5,1,0,Unsatisfied,4,2.0,1
EMP1964,Designer,25,12,3,3,1,Unsatisfied,3,,1
EMP1965,Data Scientist,50,5,3,3,0,Unsatisfied,4,,3
EMP1966,Project Manager,43,4,3,1,0,Unsatisfied,2,2.0,1
EMP1967,Sales,56,12,3,2,0,Neutral,1,2.0,1
EMP1968,Data Scientist,41,6,3,1,1,Neutral,2,1.0,3
EMP1969,Designer,29,4,1,1,0,Neutral,5,2.0,2
EMP1970,Designer,22,7,2,2,0,Unsatisfied,1,2.0,2
EMP1971,Data Scientist,25,5,3,2,0,Satisfied,5,2.0,1
EMP1972,Marketing,28,5,1,1,1,Satisfied,5,2.0,1
EMP1973,Project Manager,55,1,1,1,0,Unsatisfied,2,1.0,2
EMP1974,Project Manager,34,6,1,2,0,Unsatisfied,4,1.0,1
EMP1975,HR,30,13,3,3,1,Neutral,5,2.0,1
EMP1976,Sales,57,9,5,3,0,Satisfied,3,1.0,3
EMP1977,Project Manager,34,14,1,3,1,Unsatisfied,4,2.0,1
EMP1978,Marketing,23,15,5,2,0,Satisfied,4,1.0,3
EMP1979,Data Scientist,47,6,5,3,1,Unsatisfied,4,2.0,2
EMP1980,Marketing,57,13,3,2,0,Neutral,3,,3
EMP1981,Marketing,60,2,2,2,1,Satisfied,1,,1
EMP1982,Marketing,33,0,1,1,0,Neutral,3,,1
EMP1983,Designer,59,14,5,2,0,Satisfied,2,2.0,3
EMP1984,Software Engineer,40,6,2,1,0,Satisfied,4,,3
EMP1985,Software Engineer,24,5,5,3,0,Neutral,4,,1
EMP1986,Project Manager,38,0,1,2,0,Satisfied,5,,2
EMP1987,Sales,35,14,5,3,0,Unsatisfied,2,1.0,2
EMP1988,Data Scientist,25,5,1,2,1,Unsatisfied,3,2.0,2
EMP1989,Software Engineer,32,12,5,3,0,Unsatisfied,4,,1
EMP1990,Sales,28,14,3,2,0,Neutral,2,2.0,1
EMP1991,Designer,36,12,1,2,0,Satisfied,1,,1
EMP1992,Sales,42,11,2,1,1,Unsatisfied,3,1.0,3
EMP1993,Sales,20,8,5,1,1,Satisfied,4,1.0,2
EMP1994,Designer,40,10,1,3,0,Neutral,1,,3
EMP1995,Software Engineer,45,15,4,1,0,Unsatisfied,2,2.0,3
EMP1996,Sales,32,6,1,1,0,Neutral,3,,2
EMP1997,Software Engineer,55,10,2,3,1,Neutral,1,,1
EMP1998,Data Scientist,28,1,3,1,0,Unsatisfied,5,1.0,3
EMP1999,Marketing,49,12,3,3,1,Unsatisfied,1,,3
EMP2000,Designer,43,0,2,3,0,Unsatisfied,1,,3
EMP2001,Software Engineer,59,8,5,3,0,Unsatisfied,1,,2
EMP2002,HR,30,3,4,2,0,Neutral,2,1.0,2
EMP2003,Sales,31,10,3,3,0,Satisfied,1,,1
EMP2004,HR,58,12,3,1,0,Satisfied,5,1.0,1
EMP2005,HR,33,13,4,2,0,Satisfied,4,2.0,3
EMP2006,Software Engineer,43,13,2,1,0,Neutral,5,2.0,3
EMP2007,Software Engineer,33,10,1,3,0,Neutral,4,1.0,1
EMP2008,Software Engineer,22,9,3,3,1,Satisfied,5,,3
EMP2009,Data Scientist,48,5,2,3,1,Unsatisfied,2,2.0,3
EMP2010,Project Manager,30,4,1,3,1,Unsatisfied,3,,2
EMP2011,Software Engineer,46,2,5,1,1,Neutral,2,2.0,2
EMP2012,Designer,24,4,3,1,1,Neutral,1,2.0,3
EMP2013,Marketing,52,0,4,1,1,Unsatisfied,5,2.0,3
EMP2014,Software Engineer,53,5,5,1,1,Unsatisfied,5,,3
EMP2015,Sales,56,1,2,1,0,Unsatisfied,1,,1
EMP2016,Software Engineer,55,3,1,1,1,Unsatisfied,2,2.0,1
EMP2017,Sales,45,4,5,3,0,Neutral,4,,3
EMP2018,Sales,33,9,2,2,0,Unsatisfied,5,,2
EMP2019,Software Engineer,49,13,3,3,1,Unsatisfied,2,,2
EMP2020,Marketing,58,3,1,2,1,Neutral,2,1.0,2
EMP2021,Project Manager,37,7,2,1,1,Neutral,1,1.0,3
EMP2022,Project Manager,28,6,4,3,1,Neutral,3,1.0,1
EMP2023,Designer,32,7,2,1,0,Neutral,2,,3
EMP2024,Sales,33,12,3,3,1,Satisfied,2,1.0,2
EMP2025,Project Manager,52,7,4,3,0,Unsatisfied,3,,1
EMP2026,Designer,42,13,1,2,0,Neutral,2,2.0,1
EMP2027,Data Scientist,35,11,5,2,1,Unsatisfied,2,,3
EMP2028,Sales,46,1,2,1,0,Neutral,4,1.0,2
EMP2029,HR,50,0,2,1,0,Unsatisfied,5,,2
EMP2030,Data Scientist,22,10,1,1,1,Unsatisfied,3,,1
EMP2031,Designer,48,1,1,3,1,Neutral,2,,1
EMP2032,Software Engineer,21,11,2,2,1,Unsatisfied,4,,3
EMP2033,Software Engineer,60,5,1,3,0,Unsatisfied,3,2.0,1
EMP2034,Designer,25,14,4,1,0,Neutral,4,,3
EMP2035,Marketing,54,7,1,2,0,Neutral,5,,2
EMP2036,HR,25,3,5,2,0,Satisfied,3,1.0,3
EMP2037,Data Scientist,38,3,4,2,0,Unsatisfied,1,2.0,2
EMP2038,Project Manager,58,3,1,2,1,Satisfied,5,1.0,3
EMP2039,HR,27,1,5,2,1,Unsatisfied,2,2.0,2
EMP2040,HR,27,12,5,2,0,Unsatisfied,3,1.0,2
EMP2041,Software Engineer,49,9,2,2,1,Neutral,4,,1
EMP2042,Sales,36,4,4,1,1,Unsatisfied,3,2.0,3
EMP2043,Software Engineer,60,8,3,3,0,Satisfied,5,1.0,1
EMP2044,Software Engineer,44,14,1,2,0,Satisfied,1,1.0,3
EMP2045,Sales,39,10,2,3,0,Neutral,3,2.0,2
EMP2046,Designer,28,3,3,2,0,Satisfied,2,2.0,2
EMP2047,Project Manager,54,6,5,1,0,Unsatisfied,1,1.0,1
EMP2048,Data Scientist,38,11,2,3,0,Neutral,5,,3
EMP2049,HR,56,10,3,1,0,Neutral,4,1.0,3
EMP2050,HR,39,9,1,2,0,Neutral,3,,3
EMP2051,HR,25,12,5,3,1,Satisfied,1,,1
EMP2052,Data Scientist,32,7,3,2,1,Neutral,1,1.0,1
EMP2053,HR,24,2,1,2,1,Neutral,2,1.0,1
EMP2054,Software Engineer,22,11,4,3,1,Satisfied,3,1.0,3
EMP2055,Marketing,31,0,1,3,1,Neutral,4,2.0,2
EMP2056,Data Scientist,41,12,3,1,1,Satisfied,3,1.0,1
EMP2057,Data Scientist,24,14,1,2,1,Satisfied,1,,2
EMP2058,Software Engineer,52,10,1,3,1,Neutral,4,1.0,1
EMP2059,Designer,56,2,3,2,1,Neutral,5,2.0,2
EMP2060,HR,20,4,2,1,0,Neutral,4,2.0,2
EMP2061,HR,26,10,4,3,1,Satisfied,1,1.0,3
EMP2062,Data Scientist,38,4,3,2,0,Unsatisfied,5,1.0,3
EMP2063,Marketing,21,0,3,3,1,Unsatisfied,5,2.0,2
EMP2064,HR,25,8,5,3,1,Satisfied,3,1.0,2
EMP2065,Sales,22,4,3,3,1,Satisfied,4,1.0,1
EMP2066,HR,59,12,4,3,0,Neutral,3,1.0,1
EMP2067,HR,50,1,1,1,1,Neutral,5,2.0,2
EMP2068,Marketing,38,9,5,1,1,Neutral,2,,1
EMP2069,Designer,22,6,4,1,0,Satisfied,3,2.0,1
EMP2070,Project Manager,50,7,3,3,0,Satisfied,2,2.0,2
EMP2071,Data Scientist,59,13,5,2,0,Unsatisfied,1,2.0,2
EMP2072,Project Manager,32,6,2,2,1,Neutral,3,,3
EMP2073,Designer,57,9,3,3,0,Satisfied,1,,3
EMP2074,Data Scientist,59,9,3,3,1,Unsatisfied,3,1.0,3
EMP2075,Designer,50,7,3,3,0,Unsatisfied,2,1.0,2
EMP2076,Marketing,40,8,5,2,0,Unsatisfied,4,2.0,1
EMP2077,Sales,36,14,4,1,0,Unsatisfied,4,,3
EMP2078,Marketing,45,6,2,2,1,Satisfied,3,,2
EMP2079,Designer,32,2,2,2,1,Satisfied,3,1.0,3
EMP2080,Software Engineer,26,5,5,2,0,Neutral,4,,3
EMP2081,HR,34,7,3,1,0,Neutral,1,1.0,1
EMP2082,Marketing,49,13,3,3,0,Neutral,2,,2
EMP2083,Software Engineer,56,15,2,1,0,Unsatisfied,2,,3
